Job Post,Company,Skills,Ratings,Reviews,Experience,Salary,Location,Job_Post_History,URL
International Voice Process Executive,Access Healthcare,"BPO,voice,AR Calling,Medical Billing",4.1,(1438 Reviews),0-1 Yrs,"1,75,000 - 3,50,000 PA.","Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",5 Days Ago,https://www.naukri.com/job-listings-international-voice-process-executive-access-healthcare-services-pvt-ltd-hyderabad-secunderabad-chennai-bangalore-bengaluru-0-to-1-years-250822008651
Hiring Freshers Work From Home - International Voice Process,Access Healthcare,"fresher,freshers,AR Calling,BPO,voice,US Shift,Technical Support,International Voice",4.1,(1438 Reviews),0-4 Yrs,"1,50,000 - 3,25,000 PA.","Hyderabad/Secunderabad, Bangalore/Bengaluru, tamilnadu",5 Days Ago,https://www.naukri.com/job-listings-hiring-freshers-work-from-home-international-voice-process-access-healthcare-services-pvt-ltd-hyderabad-secunderabad-bangalore-bengaluru-tamilnadu-0-to-4-years-250822008261
Urgent Opening For Assistant Branch Manager-Operation,Aakash Institute,"branch operations,Operations Management",3.6,(1791 Reviews),3-8 Yrs,Not disclosed,"Hosur, Hassan, Kurnool",5 Days Ago,https://www.naukri.com/job-listings-urgent-opening-for-assistant-branch-manager-operation-aakash-educational-services-ltd-hosur-hassan-kurnool-3-to-8-years-250822007376
Command Centre Operator,Jaguar Security Services,"access control system,Incident Management Advisory,Fire Alarm System,Building Evacuation Drills,CCTV Surveillance,geo-political incident monitoring",4.5,(133 Reviews),3-6 Yrs,"6,00,000 PA.",Mumbai,5 Days Ago,https://www.naukri.com/job-listings-command-centre-operator-jaguar-security-services-pvt-ltd-mumbai-3-to-6-years-250822007128
Huge Opening For Customer Support - Inbound Voice Process,Teleperformance (TP),"BPO,voice,inbound,hindi,Customer Care,customer support",3.6,(13783 Reviews),0-3 Yrs,"2,00,000 - 2,50,000 PA.",Bangalore/Bengaluru(Electronic City +2),5 Days Ago,https://www.naukri.com/job-listings-huge-opening-for-customer-support-inbound-voice-process-teleperformance-global-services-pvt-ltd-bangalore-bengaluru-0-to-3-years-250822006832
Immediate Openings For Medical Coder's & Senior Medical Coders!!,Atos,"Medical coding,CCS,SDS,CPC,Ip Drg",3.9,(7658 Reviews),1-6 Yrs,"1,00,000 - 6,00,000 PA.","Mumbai, Chennai",5 Days Ago,https://www.naukri.com/job-listings-immediate-openings-for-medical-coder-s-senior-medical-coders-atos-global-it-solutions-and-services-pvt-ltd-mumbai-chennai-1-to-6-years-250822006773
Franchise Manager,TR TRAINING AND CONSULTING SERVICES,"Franchise Management,marketing,Lead Generation,Sales Management,sales",4.1,(4 Reviews),2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,6 Days Ago,https://www.naukri.com/job-listings-franchise-manager-tr-training-and-consulting-services-hyderabad-secunderabad-2-to-7-years-240822905941
Environmental Chemist,Ramans Enviro Services Pvt Ltd,"Chemistry,Environmental science,Microbiology,NABL,ISO 17025,Environmental audit,Environmental monitoring,EIA",4.8,(6 Reviews),2-7 Yrs,Not disclosed,Ahmedabad,11 Days Ago,https://www.naukri.com/job-listings-environmental-chemist-ramans-enviro-services-pvt-ltd-ahmedabad-2-to-7-years-190822502405
Sr Salesforce Engineer,TransUnion,"Visual Force,XML,Salesforce,verbal,SOQL,written communication,object - oriented design patterns,JSON",4.3,(127 Reviews),6-10 Yrs,Not disclosed,"Pune, Chennai",11 Days Ago,https://www.naukri.com/job-listings-sr-salesforce-engineer-transunion-software-services-pvt-ltd-pune-chennai-6-to-10-years-190822502261
L1 Support-2,TransUnion,"Solr,Jenkins,Express,Zookeeper,Splunk,Grafana,Apache,Rundeck",4.3,(127 Reviews),5-9 Yrs,Not disclosed,Mumbai,11 Days Ago,https://www.naukri.com/job-listings-l1-support-2-transunion-software-services-pvt-ltd-mumbai-5-to-9-years-190822502257
DBA Lead,Principal Global Services Pvt Ltd,"Automation,Helpdesk,Db2,Data modeling,Database design,SQL Tuning,Schema,Database administration",4.3,(347 Reviews),13-17 Yrs,Not disclosed,Pune,11 Days Ago,https://www.naukri.com/job-listings-dba-lead-principal-global-services-pvt-ltd-pune-13-to-17-years-190822502172
Automation QA Engineer,First American (India) Pvt Ltd,"Project management,Functional testing,Performance testing,Agile,Application development,Scrum,Selenium,Test cases",4.0,(1279 Reviews),3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,11 Days Ago,https://www.naukri.com/job-listings-automation-qa-engineer-first-american-india-pvt-ltd-hyderabad-secunderabad-3-to-6-years-190822502129
Support Engineer ,Ericsson,"Bidding,Data management,Analytical,PHP,Customer support,HTML,Customer service,microsoft",4.3,(5319 Reviews),10-12 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-support-engineer-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-10-to-12-years-190822501538
Deputy Manager- Senior Reporting Analyst,AXA Technology Services India Pvt. Ltd,"Service delivery,MS Office suite,Senior Reporting Analyst,Issue resolution,Scheduling,Process enhancement,Service quality,Monitoring",4.4,(4 Reviews),4-7 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-deputy-manager-senior-reporting-analyst-axa-technology-services-india-pvt-ltd-gurgaon-gurugram-4-to-7-years-190822501517
UI / UX Designer,Ericsson,"Graphics,Bidding,Google Analytics,Data management,Email marketing,PHP,Google AdWords,HTML",4.3,(5319 Reviews),6-9 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-ui-ux-designer-ericsson-india-global-services-pvt-ltd-bangalore-bengaluru-6-to-9-years-190822501410
Technical Lead,Ericsson,"Bidding,Linux,Data management,Email marketing,Workflow,PHP,Google AdWords,HTML",4.3,(5319 Reviews),9-12 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-technical-lead-ericsson-india-global-services-pvt-ltd-bangalore-bengaluru-9-to-12-years-190822501409
Solution Architect,Ericsson,"Telecom,Bidding,Linux,Data management,Billing,PHP,Google AdWords,HTML",4.3,(5319 Reviews),9-12 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-solution-architect-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-9-to-12-years-190822501408
Solution Architect,Ericsson,"Telecom,Bidding,Linux,Data management,Billing,PHP,Google AdWords,HTML",4.3,(5319 Reviews),10-20 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-solution-architect-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-10-to-20-years-190822501407
Integration Engineer,Ericsson,"Telecom,Bss,Data management,PHP,Google AdWords,HTML,HTTP,microsoft",4.3,(5319 Reviews),3-5 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-integration-engineer-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-3-to-5-years-190822501402
Integration Engineer,Ericsson,"Telecom,Bidding,Data management,Email marketing,Analytical,PHP,Google AdWords,HTML",4.3,(5319 Reviews),3-5 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-integration-engineer-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-3-to-5-years-190822501401
Integration Engineer,Ericsson,"Telecom,Bidding,Data management,Email marketing,Analytical,PHP,Google AdWords,HTML",4.3,(5319 Reviews),10-13 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-integration-engineer-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-10-to-13-years-190822501399
Customer Network Support Engineer,Ericsson,"Service delivery,Bidding,Linux,Data management,PHP,HTML,microsoft,Resource management",4.3,(5319 Reviews),6-9 Yrs,Not disclosed,Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-customer-network-support-engineer-ericsson-india-global-services-pvt-ltd-gurgaon-gurugram-6-to-9-years-190822501397
SRE / Devops ( Python + Linux ),Morgan Stanley,"Assurance,Networking,Linux,Wealth management,BIOS,Agile,Investment banking,Open source",4.1,(558 Reviews),3-8 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-sre-devops-python-linux-morgan-stanley-advantage-services-pvt-ltd-bangalore-bengaluru-3-to-8-years-190822501316
Data Engineer (Senior Software Engineer I),TransUnion,"Computer science,Change management,Linux,RDBMS,Database design,Analytical,Application security,Unix shell scripting",4.3,(127 Reviews),8-10 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-data-engineer-senior-software-engineer-i-transunion-software-services-pvt-ltd-bangalore-bengaluru-8-to-10-years-190822501283
Java Developer - Pune (Female). 30 days notice period only.,Northern Trust,"Java,Agile Methodology,Spring,spring boot,junit,jee,Ssdlc,microservices",4.2,(988 Reviews),6-8 Yrs,Not disclosed,Pune,11 Days Ago,https://www.naukri.com/job-listings-java-developer-pune-female-30-days-notice-period-only-northern-operating-services-pvt-ltd-pune-6-to-8-years-190822007444
Customer Support Executive,Teleperformance (TP),"Customer Service,Problem Solving,Customer Handling Skills,BPO,Strategic Thinking,Customer Support,Sales Ability",3.6,(13783 Reviews),0-1 Yrs,"1,50,000 - 2,50,000 PA.",Jaipur,11 Days Ago,https://www.naukri.com/job-listings-customer-support-executive-teleperformance-global-services-pvt-ltd-jaipur-0-to-1-years-190822007361
Senior Manager - Electrical Engineering ( Navi Mumbai ),K Raheja Corp,"electricals,Execution,Electronics Engineering,Substation,License",4.3,(2345 Reviews),12-18 Yrs,Not disclosed,Navi Mumbai,11 Days Ago,https://www.naukri.com/job-listings-senior-manager-electrical-engineering-navi-mumbai-k-raheja-corporate-services-pvt-ltd-navi-mumbai-12-to-18-years-190822006433
National Sales Manager,Atlas Copco,"Direct sales,pricing analysis,Sales,Renewable energy,Pumps,Customer retention,pricing strategy,Issue resolution",4.3,(508 Reviews),6-10 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,https://www.naukri.com/job-listings-national-sales-manager-atlas-copco-services-s-r-o-bangalore-bengaluru-6-to-10-years-230822501565
Manager- Service,Atlas Copco,"Root cause analysis,Spare parts,Application engineering,Renewable energy,Pumps,Customer retention,Packaging,product life cycle",4.3,(508 Reviews),4-7 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,https://www.naukri.com/job-listings-manager-service-atlas-copco-services-s-r-o-bangalore-bengaluru-4-to-7-years-230822501564
Senior Technical Architect,PUMA ENERGY PROCESSING SERVICES LLP ,"Architect,Architecture,Enterprise architecture,Cloud,Enterprise application integration,Monitoring,Senior Technical Architect",3.5,(31 Reviews),10-14 Yrs,Not disclosed,Mumbai,7 Days Ago,https://www.naukri.com/job-listings-senior-technical-architect-puma-energy-processing-services-llp-mumbai-10-to-14-years-230822501561
Manager - Global Learning and development,Harman Connected Services Corporation India Pvt.,"Automation,Due diligence,Usage,Claims,LMS,Staffing,Instructional design,Succession planning",3.9,(936 Reviews),3-8 Yrs,Not disclosed,"United States (USA), Bangalore/Bengaluru",7 Days Ago,https://www.naukri.com/job-listings-manager-global-learning-and-development-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-united-states-usa-3-to-8-years-230822501416
"Manager , Finance",Harman Connected Services Corporation India Pvt.,"Data analysis,Automation,Due diligence,Usage,Claims,Staffing,Financial planning,Trend analysis",3.9,(936 Reviews),8-10 Yrs,Not disclosed,"United States (USA), Bangalore/Bengaluru",7 Days Ago,https://www.naukri.com/job-listings-manager-finance-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-united-states-usa-8-to-10-years-230822501415
Lead - Corporate Quality,Harman Connected Services Corporation India Pvt.,"Automation,Due diligence,Claims,ISO,Staffing,Project management,Process improvement,ISO 27001",3.9,(936 Reviews),5-9 Yrs,Not disclosed,"United States (USA), Bangalore/Bengaluru",7 Days Ago,https://www.naukri.com/job-listings-lead-corporate-quality-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-united-states-usa-5-to-9-years-230822501414
Engineer,Harman Connected Services Corporation India Pvt.,"C++,Claims,Networking,Linux,Staffing,XML,Javascript,Windows",3.9,(936 Reviews),8-12 Yrs,Not disclosed,"United States (USA), Bangalore/Bengaluru",7 Days Ago,https://www.naukri.com/job-listings-engineer-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-united-states-usa-8-to-12-years-230822501409
Associate - HR,Harman Connected Services Corporation India Pvt.,"Automation,Due diligence,Usage,Claims,Performance management,Staffing,Succession planning,data privacy",3.9,(936 Reviews),4-9 Yrs,Not disclosed,"United States (USA), Bangalore/Bengaluru",7 Days Ago,https://www.naukri.com/job-listings-associate-hr-harman-connected-services-corporation-india-pvt-bangalore-bengaluru-united-states-usa-4-to-9-years-230822501400
Senior Accountant,Wolters Kluwer,"Analytical skills,Subscription Executive,Publishing,Query resolution,Team management,IT support,Licensing,Forecasting",3.9,(208 Reviews),5-6 Yrs,Not disclosed,Mumbai,7 Days Ago,https://www.naukri.com/job-listings-senior-accountant-wolters-kluwer-financial-services-mumbai-5-to-6-years-230822500301
Associate-IT Helpdesk,Sutherland Global Services Inc,"CI / CD,PL / SQL,RESTful webservices,HTML5,Git,Angular,Jenkins,java",3.9,(4972 Reviews),2-6 Yrs,Not disclosed,remote,7 Days Ago,https://www.naukri.com/job-listings-associate-it-helpdesk-sutherland-global-services-inc-remote-2-to-6-years-230822500262
Lead - Software Development,Sutherland Global Services Inc,"Automation,MS SQL,Production support,Coding,Healthcare,JSON,Windows,MVC",3.9,(4972 Reviews),2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,7 Days Ago,https://www.naukri.com/job-listings-lead-software-development-sutherland-global-services-inc-hyderabad-secunderabad-2-to-7-years-230822500259
Associate Manager - Workforce Planning,Sutherland Global Services Inc,"Training,Staffing,Workforce planning,Corporate,Forecasting",3.9,(4972 Reviews),2-7 Yrs,Not disclosed,Kochi/Cochin,7 Days Ago,https://www.naukri.com/job-listings-associate-manager-workforce-planning-sutherland-global-services-inc-kochi-cochin-2-to-7-years-230822500258
Associate Mgr-Data Analytics,Sutherland Global Services Inc,"IT Skills,Python,Data Science,Machine Learning,Cloud,SQL database,MIS,Analytical",3.9,(4972 Reviews),2-6 Yrs,Not disclosed,Hyderabad/Secunderabad,7 Days Ago,https://www.naukri.com/job-listings-associate-mgr-data-analytics-sutherland-global-services-inc-hyderabad-secunderabad-2-to-6-years-230822500252
Associate Mgr-Data Analytics,Sutherland Global Services Inc,"MIS,Analytical,Machine learning,Data collection,Predictive modeling,Data mining,Analytics,Monitoring",3.9,(4972 Reviews),8-12 Yrs,Not disclosed,Bangalore/Bengaluru,7 Days Ago,https://www.naukri.com/job-listings-associate-mgr-data-analytics-sutherland-global-services-inc-bangalore-bengaluru-8-to-12-years-230822500251
System Engineer | 3-8 Yrs | Bangalore,TechStar Group,"NCR RPOS/EPS Installation,System Engineer,Auto Upgrade Framework",4.0,(49 Reviews),3-8 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-system-engineer-3-8-yrs-bangalore-techstar-it-services-pvt-ltd-bangalore-bengaluru-3-to-8-years-190822001902
Call Center Head,Frankfinn,"Call Center Management,reports,System Integration Testing,Call Center Operations,user acceptance testing",4.0,(790 Reviews),15-20 Yrs,"15,00,000 - 25,00,000 PA.",Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-call-center-head-frankfinn-aviation-services-pvt-ltd-gurgaon-gurugram-15-to-20-years-190822001729
Digital Marketing Manager,Frankfinn,"lead generation,Online Campaign Management,Vendor Negotiation,Digital Marketing,Performance Marketing",4.0,(790 Reviews),5-8 Yrs,"8,00,000 - 17,00,000 PA.",Gurgaon/Gurugram,11 Days Ago,https://www.naukri.com/job-listings-digital-marketing-manager-frankfinn-aviation-services-pvt-ltd-gurgaon-gurugram-5-to-8-years-190822001542
Assistant Manager Accounts & Taxation - CA,K Raheja Corp,Chartered Accountants,4.3,(2345 Reviews),4-8 Yrs,"5,00,000 - 7,00,000 PA.",Mumbai (All Areas),11 Days Ago,https://www.naukri.com/job-listings-assistant-manager-accounts-taxation-ca-k-raheja-corporate-services-pvt-ltd-mumbai-all-areas-4-to-8-years-190822001379
"Senior Manager, Software Engineering",Groupon,"Software Engineering,RESTful API,Hive,RDBMS,PostgreSQL,MySQL,SQLite,Hadoop MapReduce",3.7,(227 Reviews),5-10 Yrs,Not disclosed,Bangalore/Bengaluru,11 Days Ago,https://www.naukri.com/job-listings-senior-manager-software-engineering-groupon-shared-services-pvt-ltd-bangalore-bengaluru-5-to-10-years-180822913778
Senior Software Engineer,Delta Technology,"MSSQL,SSRS,Web API,C#,MVVM,MVVM pattern,c#.net,SQL",3.3,(68 Reviews),7-12 Yrs,Not disclosed,Hyderabad/Secunderabad,12 Days Ago,https://www.naukri.com/job-listings-senior-software-engineer-delta-technology-and-management-services-pvt-ltd-hyderabad-secunderabad-7-to-12-years-180822905745
Software Engineer,Delta Technology,"MSSQL,C#,Web API,MVVM,SSRS,MVVM pattern,C#.net,Reports development",3.3,(68 Reviews),3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,12 Days Ago,https://www.naukri.com/job-listings-software-engineer-delta-technology-and-management-services-pvt-ltd-hyderabad-secunderabad-3-to-6-years-180822905713
